accession,organism,taxon
ATJA01000040.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000015.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000063.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000041.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000016.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000064.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000042.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000065.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000017.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000066.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000043.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000067.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000018.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000068.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000044.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000069.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000019.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000045.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000070.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000020.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000046.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000071.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000021.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000047.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000072.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000022.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000048.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000073.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000023.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000049.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000074.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000050.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000024.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000075.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000051.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000025.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000076.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000052.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000026.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000077.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000053.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000078.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000027.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000054.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000079.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000028.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000055.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000029.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000080.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000030.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000056.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000081.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000031.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000057.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000082.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000032.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000058.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000083.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000033.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000059.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000084.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000034.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000060.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000085.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000035.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000061.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000086.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000036.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000062.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000087.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000037.1,Enterococcus faecalis VC1B-1,1244143
ATIZ01000038.1,Enterococcus faecalis VC1B-1,1244143
ATIZ01000039.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000088.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000040.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000089.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000041.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000063.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000090.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000042.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000091.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000043.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000064.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000092.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000044.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000065.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000093.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000045.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000066.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000094.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000046.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000067.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000095.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000047.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000068.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000096.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000069.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000097.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000048.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000070.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000098.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIY01000099.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIY01000100.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIY01000101.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000071.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000102.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000072.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000103.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000049.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000104.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000073.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000050.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000105.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000074.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000051.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000106.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000075.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000052.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000107.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000076.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000053.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000108.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000077.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000054.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000109.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000055.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000078.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000056.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000110.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000057.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000079.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000111.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000058.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000112.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000059.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000113.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000080.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000060.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000114.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000081.1,Enterococcus faecalis UP2S-6,1244142
ATJA01000082.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000061.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000115.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000083.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000062.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000116.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000084.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000063.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000117.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000085.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000064.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000118.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000086.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000065.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000119.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000087.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000066.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000120.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000088.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000121.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000089.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000122.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000067.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000090.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000123.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000068.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000124.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000091.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000069.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000125.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000092.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000070.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000126.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000093.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000071.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000127.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000094.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000128.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000072.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000129.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000095.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000130.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000073.1,Enterococcus faecalis VC1B-1,1244143
ATJA01000096.1,Enterococcus faecalis UP2S-6,1244142
ATIY01000131.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000097.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000074.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000132.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000098.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000075.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000133.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000099.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000076.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000134.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000100.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000077.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000135.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIY01000136.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000102.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000078.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000137.1,Enterococcus faecalis WKS-26-18-2,1244144
ATJA01000103.1,Enterococcus faecalis UP2S-6,1244142
ATIZ01000079.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000138.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000080.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000139.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000081.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000140.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000082.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000141.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIZ01000083.1,Enterococcus faecalis VC1B-1,1244143
ATIY01000142.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIY01000143.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIY01000144.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIX01000001.1,Enterococcus faecium LA4B-2,1244150
ATIY01000145.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIX01000002.1,Enterococcus faecium LA4B-2,1244150
ATIY01000146.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIX01000003.1,Enterococcus faecium LA4B-2,1244150
ATIY01000147.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIX01000004.1,Enterococcus faecium LA4B-2,1244150
ATIY01000148.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIX01000005.1,Enterococcus faecium LA4B-2,1244150
ATIY01000149.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIX01000006.1,Enterococcus faecium LA4B-2,1244150
ATIY01000150.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIX01000007.1,Enterococcus faecium LA4B-2,1244150
ATIX01000008.1,Enterococcus faecium LA4B-2,1244150
ATIY01000152.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIX01000009.1,Enterococcus faecium LA4B-2,1244150
ATIY01000153.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIX01000010.1,Enterococcus faecium LA4B-2,1244150
ATIY01000154.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIX01000011.1,Enterococcus faecium LA4B-2,1244150
ATIY01000155.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIX01000012.1,Enterococcus faecium LA4B-2,1244150
ATIY01000156.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIX01000013.1,Enterococcus faecium LA4B-2,1244150
ATIY01000157.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIX01000014.1,Enterococcus faecium LA4B-2,1244150
ATIY01000158.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIX01000015.1,Enterococcus faecium LA4B-2,1244150
ATIY01000159.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIX01000016.1,Enterococcus faecium LA4B-2,1244150
ATIY01000160.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIX01000017.1,Enterococcus faecium LA4B-2,1244150
ATIY01000161.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIX01000018.1,Enterococcus faecium LA4B-2,1244150
ATIY01000162.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIX01000019.1,Enterococcus faecium LA4B-2,1244150
ATIY01000163.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIX01000020.1,Enterococcus faecium LA4B-2,1244150
ATIY01000164.1,Enterococcus faecalis WKS-26-18-2,1244144
ATIX01000021.1,Enterococcus faecium LA4B-2,1244150
ATIX01000022.1,Enterococcus faecium LA4B-2,1244150
ATIX01000023.1,Enterococcus faecium LA4B-2,1244150
ATIX01000024.1,Enterococcus faecium LA4B-2,1244150
ATIW01000001.1,Enterococcus faecium OC2A-1,1244151
ATIX01000025.1,Enterococcus faecium LA4B-2,1244150
ATIW01000002.1,Enterococcus faecium OC2A-1,1244151
ATIX01000026.1,Enterococcus faecium LA4B-2,1244150
ATIW01000003.1,Enterococcus faecium OC2A-1,1244151
ATIX01000027.1,Enterococcus faecium LA4B-2,1244150
ATIW01000004.1,Enterococcus faecium OC2A-1,1244151
ATIX01000028.1,Enterococcus faecium LA4B-2,1244150
ATIW01000005.1,Enterococcus faecium OC2A-1,1244151
ATIX01000029.1,Enterococcus faecium LA4B-2,1244150
ATIW01000006.1,Enterococcus faecium OC2A-1,1244151
ATIW01000007.1,Enterococcus faecium OC2A-1,1244151
ATIX01000030.1,Enterococcus faecium LA4B-2,1244150
ATIW01000008.1,Enterococcus faecium OC2A-1,1244151
ATIX01000031.1,Enterococcus faecium LA4B-2,1244150
ATIW01000009.1,Enterococcus faecium OC2A-1,1244151
ATIW01000010.1,Enterococcus faecium OC2A-1,1244151
ATIX01000032.1,Enterococcus faecium LA4B-2,1244150
ATIW01000011.1,Enterococcus faecium OC2A-1,1244151
ATIX01000033.1,Enterococcus faecium LA4B-2,1244150
ATIW01000012.1,Enterococcus faecium OC2A-1,1244151
ATIX01000034.1,Enterococcus faecium LA4B-2,1244150
ATIW01000013.1,Enterococcus faecium OC2A-1,1244151
ATIX01000035.1,Enterococcus faecium LA4B-2,1244150
ATIW01000014.1,Enterococcus faecium OC2A-1,1244151
ATIX01000036.1,Enterococcus faecium LA4B-2,1244150
ATIW01000015.1,Enterococcus faecium OC2A-1,1244151
ATIX01000037.1,Enterococcus faecium LA4B-2,1244150
ATIW01000016.1,Enterococcus faecium OC2A-1,1244151
ATIX01000038.1,Enterococcus faecium LA4B-2,1244150
ATIW01000017.1,Enterococcus faecium OC2A-1,1244151
ATIX01000039.1,Enterococcus faecium LA4B-2,1244150
ATIW01000018.1,Enterococcus faecium OC2A-1,1244151
ATIX01000040.1,Enterococcus faecium LA4B-2,1244150
ATIW01000019.1,Enterococcus faecium OC2A-1,1244151
ATIX01000041.1,Enterococcus faecium LA4B-2,1244150
ATIX01000042.1,Enterococcus faecium LA4B-2,1244150
ATIW01000020.1,Enterococcus faecium OC2A-1,1244151
ATIX01000043.1,Enterococcus faecium LA4B-2,1244150
ATIW01000021.1,Enterococcus faecium OC2A-1,1244151
ATIX01000044.1,Enterococcus faecium LA4B-2,1244150
ATIW01000022.1,Enterococcus faecium OC2A-1,1244151
ATIX01000045.1,Enterococcus faecium LA4B-2,1244150
ATIW01000023.1,Enterococcus faecium OC2A-1,1244151
ATIX01000046.1,Enterococcus faecium LA4B-2,1244150
ATIW01000024.1,Enterococcus faecium OC2A-1,1244151
ATIX01000047.1,Enterococcus faecium LA4B-2,1244150
ATIW01000025.1,Enterococcus faecium OC2A-1,1244151
ATIX01000048.1,Enterococcus faecium LA4B-2,1244150
ATIW01000026.1,Enterococcus faecium OC2A-1,1244151
ATIW01000027.1,Enterococcus faecium OC2A-1,1244151
ATIX01000049.1,Enterococcus faecium LA4B-2,1244150
ATIW01000028.1,Enterococcus faecium OC2A-1,1244151
ATIX01000050.1,Enterococcus faecium LA4B-2,1244150
ATIW01000029.1,Enterococcus faecium OC2A-1,1244151
ATIX01000051.1,Enterococcus faecium LA4B-2,1244150
ATIW01000030.1,Enterococcus faecium OC2A-1,1244151
ATIX01000052.1,Enterococcus faecium LA4B-2,1244150
ATIW01000031.1,Enterococcus faecium OC2A-1,1244151
ATIX01000053.1,Enterococcus faecium LA4B-2,1244150
ATIW01000032.1,Enterococcus faecium OC2A-1,1244151
ATIX01000054.1,Enterococcus faecium LA4B-2,1244150
ATIW01000033.1,Enterococcus faecium OC2A-1,1244151
ATIX01000055.1,Enterococcus faecium LA4B-2,1244150
ATIW01000034.1,Enterococcus faecium OC2A-1,1244151
ATIX01000056.1,Enterococcus faecium LA4B-2,1244150
ATIW01000035.1,Enterococcus faecium OC2A-1,1244151
ATIX01000057.1,Enterococcus faecium LA4B-2,1244150
ATIW01000036.1,Enterococcus faecium OC2A-1,1244151
ATIX01000058.1,Enterococcus faecium LA4B-2,1244150
ATIW01000037.1,Enterococcus faecium OC2A-1,1244151
ATIX01000059.1,Enterococcus faecium LA4B-2,1244150
ATIW01000038.1,Enterococcus faecium OC2A-1,1244151
ATIX01000060.1,Enterococcus faecium LA4B-2,1244150
ATIW01000039.1,Enterococcus faecium OC2A-1,1244151
ATIX01000061.1,Enterococcus faecium LA4B-2,1244150
ATIW01000040.1,Enterococcus faecium OC2A-1,1244151
ATIX01000062.1,Enterococcus faecium LA4B-2,1244150
ATIW01000041.1,Enterococcus faecium OC2A-1,1244151
ATIX01000063.1,Enterococcus faecium LA4B-2,1244150
ATIW01000042.1,Enterococcus faecium OC2A-1,1244151
ATIX01000064.1,Enterococcus faecium LA4B-2,1244150
ATIW01000043.1,Enterococcus faecium OC2A-1,1244151
ATIX01000065.1,Enterococcus faecium LA4B-2,1244150
ATIW01000044.1,Enterococcus faecium OC2A-1,1244151
ATIX01000066.1,Enterococcus faecium LA4B-2,1244150
ATIW01000045.1,Enterococcus faecium OC2A-1,1244151
ATIX01000067.1,Enterococcus faecium LA4B-2,1244150
ATIW01000046.1,Enterococcus faecium OC2A-1,1244151
ATIX01000068.1,Enterococcus faecium LA4B-2,1244150
ATIW01000047.1,Enterococcus faecium OC2A-1,1244151
ATIX01000069.1,Enterococcus faecium LA4B-2,1244150
ATIW01000048.1,Enterococcus faecium OC2A-1,1244151
ATIX01000070.1,Enterococcus faecium LA4B-2,1244150
ATIW01000049.1,Enterococcus faecium OC2A-1,1244151
ATIX01000071.1,Enterococcus faecium LA4B-2,1244150
ATIW01000050.1,Enterococcus faecium OC2A-1,1244151
ATIX01000072.1,Enterococcus faecium LA4B-2,1244150
ATIW01000051.1,Enterococcus faecium OC2A-1,1244151
ATIX01000073.1,Enterococcus faecium LA4B-2,1244150
ATIW01000052.1,Enterococcus faecium OC2A-1,1244151
ATIX01000074.1,Enterococcus faecium LA4B-2,1244150
ATIW01000053.1,Enterococcus faecium OC2A-1,1244151
ATIX01000075.1,Enterococcus faecium LA4B-2,1244150
ATIW01000054.1,Enterococcus faecium OC2A-1,1244151
ATIX01000076.1,Enterococcus faecium LA4B-2,1244150
ATIW01000055.1,Enterococcus faecium OC2A-1,1244151
ATIX01000077.1,Enterococcus faecium LA4B-2,1244150
ATIW01000056.1,Enterococcus faecium OC2A-1,1244151
ATIX01000078.1,Enterococcus faecium LA4B-2,1244150
ATIW01000057.1,Enterococcus faecium OC2A-1,1244151
ATIX01000079.1,Enterococcus faecium LA4B-2,1244150
ATIW01000058.1,Enterococcus faecium OC2A-1,1244151
ATIX01000080.1,Enterococcus faecium LA4B-2,1244150
ATIW01000059.1,Enterococcus faecium OC2A-1,1244151
ATIX01000081.1,Enterococcus faecium LA4B-2,1244150
ATIW01000060.1,Enterococcus faecium OC2A-1,1244151
ATIX01000082.1,Enterococcus faecium LA4B-2,1244150
ATIW01000061.1,Enterococcus faecium OC2A-1,1244151
ATIX01000083.1,Enterococcus faecium LA4B-2,1244150
ATIW01000062.1,Enterococcus faecium OC2A-1,1244151
ATIX01000084.1,Enterococcus faecium LA4B-2,1244150
ATIW01000063.1,Enterococcus faecium OC2A-1,1244151
ATIX01000085.1,Enterococcus faecium LA4B-2,1244150
ATIW01000064.1,Enterococcus faecium OC2A-1,1244151
ATIX01000086.1,Enterococcus faecium LA4B-2,1244150
ATIW01000065.1,Enterococcus faecium OC2A-1,1244151
ATIX01000087.1,Enterococcus faecium LA4B-2,1244150
ATIW01000066.1,Enterococcus faecium OC2A-1,1244151
ATIX01000088.1,Enterococcus faecium LA4B-2,1244150
ATIW01000067.1,Enterococcus faecium OC2A-1,1244151
ATIX01000089.1,Enterococcus faecium LA4B-2,1244150
ATIW01000068.1,Enterococcus faecium OC2A-1,1244151
ATIX01000090.1,Enterococcus faecium LA4B-2,1244150
ATIW01000069.1,Enterococcus faecium OC2A-1,1244151
ATIX01000091.1,Enterococcus faecium LA4B-2,1244150
ATIW01000070.1,Enterococcus faecium OC2A-1,1244151
ATIX01000092.1,Enterococcus faecium LA4B-2,1244150
ATIW01000071.1,Enterococcus faecium OC2A-1,1244151
ATIX01000093.1,Enterococcus faecium LA4B-2,1244150
ATIW01000072.1,Enterococcus faecium OC2A-1,1244151
ATIX01000094.1,Enterococcus faecium LA4B-2,1244150
ATIW01000073.1,Enterococcus faecium OC2A-1,1244151
ATIX01000095.1,Enterococcus faecium LA4B-2,1244150
ATIW01000074.1,Enterococcus faecium OC2A-1,1244151
ATIX01000096.1,Enterococcus faecium LA4B-2,1244150
ATIW01000075.1,Enterococcus faecium OC2A-1,1244151
ATIX01000097.1,Enterococcus faecium LA4B-2,1244150
ATIW01000076.1,Enterococcus faecium OC2A-1,1244151
ATIX01000098.1,Enterococcus faecium LA4B-2,1244150
ATIW01000077.1,Enterococcus faecium OC2A-1,1244151
ATIX01000099.1,Enterococcus faecium LA4B-2,1244150
ATIW01000078.1,Enterococcus faecium OC2A-1,1244151
ATIW01000079.1,Enterococcus faecium OC2A-1,1244151
ATIX01000100.1,Enterococcus faecium LA4B-2,1244150
ATIW01000080.1,Enterococcus faecium OC2A-1,1244151
ATIX01000101.1,Enterococcus faecium LA4B-2,1244150
ATIW01000081.1,Enterococcus faecium OC2A-1,1244151
ATIX01000102.1,Enterococcus faecium LA4B-2,1244150
ATIW01000082.1,Enterococcus faecium OC2A-1,1244151
ATIX01000103.1,Enterococcus faecium LA4B-2,1244150
ATIW01000083.1,Enterococcus faecium OC2A-1,1244151
ATIX01000104.1,Enterococcus faecium LA4B-2,1244150
ATIW01000084.1,Enterococcus faecium OC2A-1,1244151
ATIX01000105.1,Enterococcus faecium LA4B-2,1244150
ATIW01000085.1,Enterococcus faecium OC2A-1,1244151
ATIX01000106.1,Enterococcus faecium LA4B-2,1244150
ATIW01000086.1,Enterococcus faecium OC2A-1,1244151
ATIW01000087.1,Enterococcus faecium OC2A-1,1244151
ATIW01000088.1,Enterococcus faecium OC2A-1,1244151
ATIW01000089.1,Enterococcus faecium OC2A-1,1244151
ATIW01000090.1,Enterococcus faecium OC2A-1,1244151
ATIW01000091.1,Enterococcus faecium OC2A-1,1244151
ATIU01000001.1,Enterococcus faecium SD1C-2,1244153
ATIW01000092.1,Enterococcus faecium OC2A-1,1244151
ATIU01000002.1,Enterococcus faecium SD1C-2,1244153
ATIW01000093.1,Enterococcus faecium OC2A-1,1244151
ATIU01000003.1,Enterococcus faecium SD1C-2,1244153
ATIU01000004.1,Enterococcus faecium SD1C-2,1244153
ATIW01000094.1,Enterococcus faecium OC2A-1,1244151
ATIU01000005.1,Enterococcus faecium SD1C-2,1244153
ATIW01000095.1,Enterococcus faecium OC2A-1,1244151
ATIU01000006.1,Enterococcus faecium SD1C-2,1244153
ATIW01000096.1,Enterococcus faecium OC2A-1,1244151
ATIU01000007.1,Enterococcus faecium SD1C-2,1244153
ATIW01000097.1,Enterococcus faecium OC2A-1,1244151
ATIU01000008.1,Enterococcus faecium SD1C-2,1244153
ATIW01000098.1,Enterococcus faecium OC2A-1,1244151
ATIW01000099.1,Enterococcus faecium OC2A-1,1244151
